ticker,name,sector,industry,country,theme,price,market_cap_bil,dollar_volume_mil,revenue_growth_1y,revenue_growth_2y,revenue_growth_3y,gross_margin,fcf_growth,debt_ratio,rsi,gap50,dist_high,above200,acceleration_score,transition_score,persistence_score,upside_score,entry_score,entry_grade,risk_penalty,acceleration_final,transition_final,persistence_final,total_score,best_type
AAL,"American Airlines Group, Inc. - Common Stock",Industrials,Airlines,United States,その他,16.950000762939453,11.210478592,2573.4132715823557,0.007784398000405822,0.026956884140334925,0.07794408935900839,0.19166071788113412,-3.2751592356687897,0.5970796775342377,60.81082996790583,0.16067275804877165,0.06611564081608462,True,0,0,14,65,37,C,0,13.45,13.45,31.35,31.35,Persistence
AAOI,"Applied Optoelectronics, Inc. - Common Stock",Technology,Communication Equipment,United States,通信/光通信,119.91999816894531,9.62271232,1401.299955403595,0.8275018547109658,0.14573665493507806,-0.023211769246649732,0.300435579254578,-2.1202507096387455,0.2123220785623015,30.928767975890196,-0.2771523114586053,0.4624832143065746,True,66,50,22,85,35,C,-10,55.75,43.75,30.35,55.75,Acceleration
AAON,"AAON, Inc. - Common Stock",Industrials,Building Products & Equipment,United States,その他,114.16000366210938,9.351041024,109.11413150024414,0.20109442086895685,0.027485241990281708,0.31473197207883097,0.26747827437666255,-1.4516879813806176,0.25178979075131486,27.202910765372664,-0.09411384293187551,0.22941298795575094,True,27,5,33,85,63,B,0,39.3,22.8,52.00000000000001,52.00000000000001,Persistence
AAPL,Apple Inc. - Common Stock,Technology,Consumer Electronics,United States,その他,315.32000732421875,4631.217307648,20355.04477800476,0.0642551178283274,0.020219940775141214,-0.028004605303199367,0.4690516410716045,-0.09227347505215656,0.2746262258483859,61.87079237676195,0.05909120527479681,0.002846100477547692,True,38,12,29,10,40,C,0,34.0,14.5,26.450000000000003,34.0,Acceleration
ABNB,"Airbnb, Inc. - Class A Common Stock",Consumer Cyclical,Travel Services,United States,その他,148.6199951171875,88.206696448,562.3609702239991,0.10259412718429112,0.11949178178884744,0.18073580188117633,0.8295890858589985,,0.09307456772334294,57.61589131329765,0.07377406711294514,0.0020814985150010104,True,20,2,55,40,60,B,0,27.0,13.5,52.25,52.25,Persistence
ACIW,"ACI Worldwide, Inc. - Common Stock",Technology,Software - Infrastructure,United States,ソフトウェア,56.41999816894531,5.735745536,63.964198224105836,0.10380433146332407,0.09755682823447125,0.02157534174320153,0.4899078408575608,-0.07720188589626295,0.273461652796686,90.32045193545305,0.2384104426138863,0.0,True,43,14,41,85,10,D,0,46.0,24.25,45.8,46.0,Acceleration
ACLS,"Axcelis Technologies, Inc. - Common Stock",Technology,Semiconductor Equipment & Materials,United States,半導体,143.35000610351562,4.405704192,100.70911328796387,-0.17567850353435868,-0.09971572716884072,0.2289200628697019,0.4491375940351446,-0.16812425662911915,0.03109337709378404,32.159590509433045,-0.10046770406240729,0.2518267143161363,True,4,0,29,85,63,B,0,22.05,19.05,49.800000000000004,49.800000000000004,Persistence
ACMR,"ACM Research, Inc. - Class A Common Stock",Technology,Semiconductor Equipment & Materials,United States,半導体,103.0,7.11827712,195.48061,0.15239516287823576,0.4023413056302143,0.43435468274216116,0.4438732998339082,-2.022224895491865,0.1037217310166302,46.241381241939315,0.23308843578502972,0.1882733036847769,True,9,2,69,85,70,A,-10,16.5,11.25,63.2,63.2,Persistence
ACT,"Enact Holdings, Inc. - Common Stock",Financial Services,Insurance - Specialty,United States,その他,44.75,6.247133696,14.44709,0.02833561052244432,0.04168205213550307,0.05371673244294087,,,0.10799806657492762,72.26417593111083,0.03877304101208351,0.0210019493261981,True,0,0,22,85,40,C,-20,0.0,0.0,21.35,21.35,Persistence
ADBE,Adobe Inc. - Common Stock,Technology,Software - Application,United States,ソフトウェア,223.63999938964844,88.896897024,1988.2658235736847,0.10527784236224134,0.10799113813179453,0.10240826990798592,0.8926753334174765,0.25136542613997204,0.22538649308380798,82.10103079520896,-0.038524378942395694,0.4002199095709975,False,25,26,75,40,30,D,0,27.75,28.5,57.25,57.25,Persistence
